"AUTEUR	DATUM	PARTIJ	CONTENT";;;;
"Joël Voordewind	07-04-2020 13:43:06	ChristenUnie	Joël Voordewind (@JoelVoordewind): Goed als de EU niet alleen aan Zuid-Europa denkt, maar ook met een Corona-noodfonds komt voor preventie en hulp aan ontwikkelingslanden! Goede inzet van @SigridKaag https://t.co/mlmcek8MTM #";;;;
"Edgar Mulder	07-04-2020 13:42:29	PVV	Edgar Mulder (@edgarmulder1): RT @geertwilderspvv: Vreemd, Verhagen was letterlijk in tranen zo blij dat hij in 2010 vice-premier kon worden, hij bedankte me ongeveer tien keer per dag na de onderhandelingen en was ontzettend boos toen het bij de Catshuis-onderhandelingen misging - vooral vanwege zijn eigen baantje. https://t.co/L6obBkPHea";;;;
"Edgar Mulder	07-04-2020 13:41:13	PVV	Edgar Mulder (@edgarmulder1): RT @UNWatch: Only 1 day after being posted, this rare moment of truth at the United Nations has been viewed more than 350,000 times. https://t.co/V7BbZ4u0MK";;;;
"Edgar Mulder	07-04-2020 13:40:11	PVV	Edgar Mulder (@edgarmulder1): RT @paulvdbas: Hilarisch draadje met @palpeet die @SanderQuote uitlegt hoe Twitter werkt https://t.co/OnXm6hHEhk";;;;
"Isabelle Diks	07-04-2020 13:35:58	GroenLinks	Isabelle Diks (@IsabelleDiks): Dit dus. Juist nu moet Nederland solidair zijn met de armste landen. Onze inbreng voor het Schriftelijk Overleg ontwikkelingssamenwerking  https://t.co/bB0wOSCVHn";;;;
"Joba van den Berg	07-04-2020 13:33:12	CDA	Joba van den Berg (@JobaCDA): Grote dank aan onze Duitse buren ⁦voor hun hulp bij #coronacrisis ⁦@NOS⁩ ! #Duitsland https://t.co/DejLAenxF0";;;;
"Suzanne Kröger	07-04-2020 13:31:34	GroenLinks	Suzanne Kröger (@suzanne_GL): Een digitale procedure vergadering met de @IenWTweedeKamer. @AgnesMulderCDA zit voor! https://t.co/NJxcb2LnBL";;;;
"Tom van der Lee	07-04-2020 13:30:28	GroenLinks	Tom van der Lee (@TomvanderLee): RT @groenlinks: ""Deze #coronacrisis slaat voor alle landen op vergelijkbare wijze enorm hard toe. Gezamenlijk herstel is niet alleen een uiting van solidariteit, maar ook vanuit welbegrepen eigenbelang het enige alternatief."" - @bartsnels #Eurobonds #coronabonds https://t.co/F9RIjGUmxW";;;;
"Farid Azarkan	07-04-2020 13:30:21	DENK	Farid Azarkan (@F_azarkan): Joh?! Meen je! https://t.co/cInLnmks1p";;;;
"Edgar Mulder	07-04-2020 13:30:19	PVV	Edgar Mulder (@edgarmulder1): RT @geertwilderspvv: Vreemd, Verhagen was letterlijk in tranen zo blij dat hij in 2010 vice-premier kon worden, hij bedankte me ongeveer tien keer per dag na de onderhandelingen en was ontzettend boos toen het bij de Catshuis-onderhandelingen misging - vooral vanwege zijn eigen baantje. https://t.co/L6obBkPHea";;;;
"Ton van Kesteren	07-04-2020 13:29:00	PVV	Ton van Kesteren (@PVVKesteren): Belangrijke wending i/h rampzalige klimaatbeleid en een zegen voor veel argeloze inwoners die hiermee worden behoed voor een aanzienlijke teruggang in hun besteedbaar inkomen. De gemeente Gron. doet er goed aan om mbt ‘alle wijken van het gas af het gezond verstand te gebruiken. https://t.co/CmSar9sZNX";;;;
"Thierry Baudet	07-04-2020 13:26:12	FvD	Thierry Baudet (@thierrybaudet): RT @JongSytse: Heel Nederland vergadert digitaal. Heel Nederland? Nee, de Eerste Kamer legt de Grondwet zo uit dat 38 senatoren naar Den Haag moeten reizen voor alléén het plaatsen van een handtekening. Want zo zijn ze ‘aanwezig . Lennart van der Linden (FVD) over de noodzaak tot modernisering. https://t.co/Vcw4KfHWBX";;;;
"Fleur Agema	07-04-2020 13:26:11	PVV	Fleur Agema (@FleurAgemaPVV): RT @geertwilderspvv: Vreemd, Verhagen was letterlijk in tranen zo blij dat hij in 2010 vice-premier kon worden, hij bedankte me ongeveer tien keer per dag na de onderhandelingen en was ontzettend boos toen het bij de Catshuis-onderhandelingen misging - vooral vanwege zijn eigen baantje. https://t.co/L6obBkPHea";;;;
"Sadet Karabulut	07-04-2020 13:25:00	SP	Sadet Karabulut (@SadetKarabulut): RT @HorvatSrecko: Get Julian Assange out of Belmarsh prison immediately. He doesn't deserve a death sentence only because he revealed US war crimes! #FreeAssange #BailAssangeUK #COVID19 https://t.co/z4j1467ByY";;;;
"Albert van den Bosch	07-04-2020 13:23:54	VVD	Albert van den Bosch (@AvandenBoschVVD):  https://t.co/4PWL9lpPWM";;;;
"Martin Bosma 🇬🇷	07-04-2020 13:12:40	onbekend	Martin Bosma 🇬🇷 (@Martinbosma_pvv): Bizar: twee ministers. https://t.co/cY6dRtbbov";;;;
"Thierry Baudet	07-04-2020 13:07:09	FvD	Thierry Baudet (@thierrybaudet): RT @fvdemocratie: De EU misbruikt Corona om Noord-Europa voor altijd te laten betalen voor de Zuid-Europese schuldenberg. Solidariteit betekent niet dat we schulden moeten overnemen. @thierrybaudet roept Hoekstra op: bescherm onze welvaart. Zeg nee tegen Eurobonds en nee tegen inzet van ESM! #FVD https://t.co/YgHtI6YcHK";;;;
"Thierry Baudet	07-04-2020 13:04:52	FvD	Thierry Baudet (@thierrybaudet): Als het mismanagement van het kabinet aanhoudt en de Coronacrisis verder escaleert, dreigt KLM-Air France failliet te gaan. Deze fusie met de Fransen was net als de euro één grote fout: Noord betaalt voor Zuid. Dit is het moment om die fout te herstellen! https://t.co/nA5TgHaq75";;;;
"Nevin Ozutok	07-04-2020 13:00:14	onbekend	Nevin Ozutok (@NevinOzutok): RT @groenlinks: Bedankt, helden in de zorg!  Het is vandaag #WorldHealthDay. Zorgverleners staan aan de frontlinie van de #coronacrisis. Als deze crisis voorbij is, mogen we niet vergeten: dit zijn de mensen zijn die ons land draaiende houden. Ze verdienen onze waardering, ook financieel. https://t.co/TkK9lBqwPl";;;;
"Geert Wilders	07-04-2020 13:00:10	PVV	Geert Wilders (@geertwilderspvv): Vreemd, Verhagen was letterlijk in tranen zo blij dat hij in 2010 vice-premier kon worden, hij bedankte me ongeveer tien keer per dag na de onderhandelingen en was ontzettend boos toen het bij de Catshuis-onderhandelingen misging - vooral vanwege zijn eigen baantje. https://t.co/L6obBkPHea";;;;
"Harry van der Molen	07-04-2020 12:58:32	CDA	Harry van der Molen (@harryvdmolen): RT @LisanSpanbroek: In gesprek met @cdavandaag Tweede Kamerleden @harryvdmolen @PieterOmtzigt en/of @Hilde_PM ? Dat kan via de online sessies van De Dertigers, @CDA_BSV en @CDJA! Tip: Vind je dit interessant? Join dan ook onze Dertigers thema Whatsappgroepen! https://t.co/oYgLWBUJyx";;;;
"Suzanne Kröger	07-04-2020 12:58:01	GroenLinks	Suzanne Kröger (@suzanne_GL): Mijn man verloor een vriend en collega uit Indonesië, en schreef dit in memoriam. Overal op de wereld slaat Corona toe. Zo ver weg, zo dichtbij. https://t.co/JOjVztXy95";;;;
"Thierry Baudet	07-04-2020 12:50:05	FvD	Thierry Baudet (@thierrybaudet): Nu is het moment om KLM weer Nederlands te maken! https://t.co/nA5TgHaq75 via @YouTube #FVD";;;;
"Pieter Omtzigt	07-04-2020 12:48:24	CDA	Pieter Omtzigt (@PieterOmtzigt): RT @LisanSpanbroek: In gesprek met @cdavandaag Tweede Kamerleden @harryvdmolen @PieterOmtzigt en/of @Hilde_PM ? Dat kan via de online sessies van De Dertigers, @CDA_BSV en @CDJA! Tip: Vind je dit interessant? Join dan ook onze Dertigers thema Whatsappgroepen! https://t.co/oYgLWBUJyx";;;;
"Harry van der Molen	07-04-2020 12:48:02	CDA	Harry van der Molen (@harryvdmolen): RT @RoelSchrein: Minister Hoekstra: 'fair, redelijk en verstandig' om van landen te verwachten dat ze hervormingen doorvoeren als ze beroep doen op Europese noodfonds #ESM #coronacrisis https://t.co/cgECpER85O";;;;
"Corinne Ellemeet	07-04-2020 12:43:16	GroenLinks	Corinne Ellemeet (@CorinneEllemeet): RT @groenlinks: ""Deze #coronacrisis slaat voor alle landen op vergelijkbare wijze enorm hard toe. Gezamenlijk herstel is niet alleen een uiting van solidariteit, maar ook vanuit welbegrepen eigenbelang het enige alternatief."" - @bartsnels #Eurobonds #coronabonds https://t.co/F9RIjGUmxW";;;;
"M van Toorenburg	07-04-2020 12:38:49	CDA	M van Toorenburg (@MvanToorenburg): RT @FondsSH: Huiselijk geweld neemt helaas toe in tijden van #corona  #staysafe #iedereenveilig #stopgeweld @debovengrondse @vicenl https://t.co/lfFuqYKhyU";;;;
"Mahir Alkaya	07-04-2020 12:35:08	SP	Mahir Alkaya (@MahirAlkaya): RT @LeonBrandsema: Leijten (SP): 'Gezamenlijke schulden maken is geen vorm van Europese solidariteit. We moeten inzetten op monetaire financiering bij nationale centrale banken. Verbod daarop moet tijdelijk worden uitgeschakeld.'";;;;
"Martin Wörsdörfer #blijftthuis	07-04-2020 12:33:54	onbekend	Martin Wörsdörfer #blijftthuis (@Worsdorfer): RT @SanderDekker: Komende weken worden steeds meer rechtszaken digitaal behandeld. Grote waardering voor @RechtspraakNL, @Het_OM en andere partners die - ook nu - ervoor zorgen dat onze rechtsstaat blijft functioneren. https://t.co/FhcvktxeCK";;;;
"Daniel Koerhuis #ikblijfthuis	07-04-2020 12:30:53	onbekend	Daniel Koerhuis #ikblijfthuis (@danielkoerhuis): RT @SallandTV: Salland TV: Spoedwet verlenging tijdelijke huurovereenkomsten klaar https://t.co/UlP56E7HLJ";;;;
"GroenLinks	07-04-2020 12:27:47	onbekend	GroenLinks (@groenlinks): RT @CorinneEllemeet: In de wijk, het verpleeghuis, de huisartsenpraktijk, het ziekenhuis - dichtbij en op afstand: Op zoveel manieren zetten jullie zorgverleners je op ongelooflijke wijze in voor patiënten. Dank jullie wel, jullie zijn geweldig  #ikdraagwitvoordezorg #wereldgezondheidsdag https://t.co/WwEzOBjhGq";;;;
"GroenLinks	07-04-2020 12:27:27	onbekend	GroenLinks (@groenlinks): ""Deze #coronacrisis slaat voor alle landen op vergelijkbare wijze enorm hard toe. Gezamenlijk herstel is niet alleen een uiting van solidariteit, maar ook vanuit welbegrepen eigenbelang het enige alternatief."" - @bartsnels #Eurobonds #coronabonds https://t.co/F9RIjGUmxW";;;;
"Laura Bromet 🦔	07-04-2020 12:26:11	onbekend	Laura Bromet 🦔 (@LauraBromet): RT @HuibertsBollen: #biologisch https://t.co/K9IEIMygcH";;;;
"Corinne Ellemeet	07-04-2020 12:24:02	GroenLinks	Corinne Ellemeet (@CorinneEllemeet): In de wijk, het verpleeghuis, de huisartsenpraktijk, het ziekenhuis - dichtbij en op afstand: Op zoveel manieren zetten jullie zorgverleners je op ongelooflijke wijze in voor patiënten. Dank jullie wel, jullie zijn geweldig  #ikdraagwitvoordezorg #wereldgezondheidsdag https://t.co/WwEzOBjhGq";;;;
"GroenLinks	07-04-2020 12:22:42	onbekend	GroenLinks (@groenlinks): RT @prosenmoller: Ik ben vrijwilliger geworden. Jij ook? Ik zeg: doen en stuur je het door? Dank namens de leerlingen die het nodig hebben. https://t.co/tkhN1P8fEK";;;;
"Ank Bijleveld	07-04-2020 12:18:32	CDA	Ank Bijleveld (@MinBijleveld): RT @11Luchtmobiel: @landmacht Succes, collega s! ";;;;
"Rudmer Heerema #blijftthuis	07-04-2020 12:17:36	onbekend	Rudmer Heerema #blijftthuis (@rudmer): RT @POL_NHN: We doen onderzoek ivm schietincident in 'n woning in de Waalstraat in #Alkmaar rond 11.50 uur. 1 Man gewond, niet levensbedreigend. Dader is 'n lichtgetinte man, 1.80m, kort zwart haar, rood shirt +zwarte broek. Heeft u nu info? Belt u dan met 112. Dank!";;;;
"Ton van Kesteren	07-04-2020 12:12:48	PVV	Ton van Kesteren (@PVVKesteren): RT @sypwynia: Het Amsterdamse gemeentebestuur wil wijk voor wijk in de stad het #gasverbod afdwingen. In 2040 moet het klaar zijn. Niet alleen vanwege het klimaat, ook om niet afhankelijk te zijn van Gronings gas. Hilarisch: de Groningse gaswinning stopt al over 2 jaar. https://t.co/v7qUDfsgD4";;;;
"Tom van der Lee	07-04-2020 12:08:37	GroenLinks	Tom van der Lee (@TomvanderLee): 'Over andere onderwerpen kan het in deze crisis even niet gaan' 'Ook het overgrote deel van de Tweede Kamerleden werkt thuis. Ze voeren schriftelijk debat en ja, daarbij moet voor #corona veel wijken.' Samen met 3 collega's figureer ik in dit artikel https://t.co/AghFbi5abh";;;;
"Thierry Baudet	07-04-2020 12:07:44	FvD	Thierry Baudet (@thierrybaudet): Voorstanders van het Europese project grijpen de #coronacrisis nu aan om financieel gezond West-Europa een Zuid-Europese woekerpolis aan te smeren. Dat is onacceptabel. #FVD roept minister Hoekstra (CDA) op nooit akkoord te gaan met eurobonds! https://t.co/gdASySXUlo https://t.co/GTjfiHPchd";;;;
"Corrie van Brenk	07-04-2020 12:03:24	50Plus	Corrie van Brenk (@CvanBrenk): Ook ondernemers van 65+ moeten beschermd worden https://t.co/R48qF2Vclc";;;;
"Corrie van Brenk	07-04-2020 12:00:21	50Plus	Corrie van Brenk (@CvanBrenk): Je vergeet 50PLUS https://t.co/E1BKa7GGHD";;;;
"Suzanne Kröger	07-04-2020 11:58:22	GroenLinks	Suzanne Kröger (@suzanne_GL): Een groot voor al die helden in de zorg! #ikdraagwitvoordezorg #inhetwitvoordezorg #dagvandezorg https://t.co/I9AzqdnsER";;;;
"Mustafa Amhaouch	07-04-2020 11:53:55	CDA	Mustafa Amhaouch (@MustafaAmhaouch): Een eenvoudige en zeer noodzakelijke regeling voor #MKB ! #MKBisdeNorm https://t.co/RckwzqrNTY";;;;
"Hugo de Jonge	07-04-2020 11:52:26	CDA	Hugo de Jonge (@hugodejonge): In deze tijden moeten pgb-houders soms extra of andere zorg regelen. Om hen en zorgaanbieders daarbij te helpen, hebben we samen met de gemeenten en de zorgkantoren de regels tijdelijk verruimd. Want de zorg moet altijd kunnen doorgaan. Lees hier meer: https://t.co/B2hepFF5NY";;;;
"Maurits von Martels	07-04-2020 11:51:29	CDA	Maurits von Martels (@mvonmartels): Voorlopig nog zeker aan de orde! https://t.co/fTIwILFTFW";;;;
"Harm Beertema	07-04-2020 11:49:53	PVV	Harm Beertema (@harmbeertema): RT @VrouwvdVrijheid: Notaoverleg #Eurogroep. #PVV van Dijck: Geen extra euro's naar de periferie (bijv Italië), ook niet om solidair te zijn. We hebben straks elke cent in Nederland keihard nodig. De afgelopen week heeft voor de zoveelste keer het failliet van de euro aangetoond. Kijk mee https://t.co/V906c7mxgx";;;;
"Ministerie van Justitie en Veiligheid	07-04-2020 11:46:06	onbekend	Ministerie van Justitie en Veiligheid (@ministerieJenV): RT @SanderDekker: Komende weken worden steeds meer rechtszaken digitaal behandeld. Grote waardering voor @RechtspraakNL, @Het_OM en andere partners die - ook nu - ervoor zorgen dat onze rechtsstaat blijft functioneren. https://t.co/FhcvktxeCK";;;;
"Martin Bosma 🇬🇷	07-04-2020 11:39:56	onbekend	Martin Bosma 🇬🇷 (@Martinbosma_pvv): RT @VrouwvdVrijheid: Notaoverleg #Eurogroep. #PVV van Dijck: Geen extra euro's naar de periferie (bijv Italië), ook niet om solidair te zijn. We hebben straks elke cent in Nederland keihard nodig. De afgelopen week heeft voor de zoveelste keer het failliet van de euro aangetoond. Kijk mee https://t.co/V906c7mxgx";;;;
"Martin van Rooijen	07-04-2020 11:33:54	50Plus	Martin van Rooijen (@MvRooijen): .@EersteKamer: De 14 fractievoorzitters zijn vandaag aanwezig in plenaire zaal voor het stemmen over het noodpakket en digitale beraadslaging gemeenten etc. https://t.co/PDVhhsfwWS";;;;
"Harry van der Molen	07-04-2020 11:32:35	CDA	Harry van der Molen (@harryvdmolen): Thuisblijven doe je niet voor jezelf, maar voor elkaar. Zij aan zij tegen Corona. #blijfthuis #blijfgezond https://t.co/pImAZICHAi";;;;
"Martin van Rooijen	07-04-2020 11:28:27	50Plus	Martin van Rooijen (@MvRooijen): .@WBHoekstra: Wopke wees standvastig: geen #Eurobonds. Onze rente stijgt al en zal met Eurobonds verder stijgen. Wel zal dan #dekkingsgraad #Pensioenfondsen verder stijgen. Dus minder #pensioenverlaging. De wereld op z,n kop met rare #rekenrente. Weg ermee. #pensioenakkoord. https://t.co/YuXqJeJaod";;;;
"Partij voor de Dieren	07-04-2020 11:27:05	onbekend	Partij voor de Dieren (@PartijvdDieren): RT @fenokkio: Ook dierenverzorgers en dierenartsen horen op de lijst voor noodzakelijke beroepen maar onze premier @markrutte houdt deze #motie tegen. Luid ook de noodklok voor deze beroepen en de dieren die hiervan afhankelijk zijn, en deel dit bericht @PartijvdDieren https://t.co/0BFPIil0pd";;;;
"Martin Bosma 🇬🇷	07-04-2020 11:26:37	onbekend	Martin Bosma 🇬🇷 (@Martinbosma_pvv): RT @PVVZaanstad: Spandoek op het Justitieel Complex in #Zaanstad (gevangenis) betuigt van een zekere humor. #blijfbinnen https://t.co/BVFVdy4vGF";;;;
"Martin van Rooijen	07-04-2020 11:22:05	50Plus	Martin van Rooijen (@MvRooijen): Geweldige buren https://t.co/OmPxvYrYOq";;;;
"Aukje de Vries #blijfthuis	07-04-2020 11:21:28	onbekend	Aukje de Vries #blijfthuis (@aukjedevries): RT @2eKamertweets: Om 10.00 uur begint het notaoverleg Eurogroep in de #TweedeKamer in aanwezigheid van minister @WBHoekstra van Financiën, met aansluitend een procedurevergadering. Lees hier meer: https://t.co/J0WGPQ6jaZ. Volg live via https://t.co/ldvzIfIUBY.";;;;
"Steven van Weyenberg	07-04-2020 11:21:23	D66	Steven van Weyenberg (@svanweyenberg): Even iets anders. Na mijn motie nu toezegging staatssecretaris Van Ark om per 1 juli de aangescherpte regels voor maaltijdbezorging door jongeren te laten ingaan https://t.co/79cJI51ZgX";;;;
"Suzanne Kröger	07-04-2020 11:10:14	GroenLinks	Suzanne Kröger (@suzanne_GL): Without hope there s no action.” Het Great Barrier Reef lijdt onder de #klimaatcrisis en heeft ons nodig. Hoop en actie!!  https://t.co/owY57kvL5H";;;;
"Laura Bromet 🦔	07-04-2020 11:05:42	onbekend	Laura Bromet 🦔 (@LauraBromet): Opeens wel herrie https://t.co/4Ape1kB7Y1";;;;
"Thierry Baudet	07-04-2020 11:04:56	FvD	Thierry Baudet (@thierrybaudet): RT @LavieJanRoos: Sterke mini-docu van @thierrybaudet over de Corona-crisis. https://t.co/yD4s1XZM9z";;;;
"Pieter Omtzigt	07-04-2020 11:01:15	CDA	Pieter Omtzigt (@PieterOmtzigt): RT @LeonBrandsema: Vraagt zich net als Omtzigt af waarom zoveel EU-steun gaat naar onder meer Hongarije";;;;
"Kees Verhoeven	07-04-2020 10:57:54	D66	Kees Verhoeven (@KeesVee): Geruststellend te lezen dat #privacy waakhond AP de toezichthoudende taak ook tijdens de #corona crisis serieus neemt. Het is hard nodig voor onze vrije samenleving van vandaag en morgen. https://t.co/hUlgXrkZsJ";;;;
"Suzanne Kröger	07-04-2020 10:55:26	GroenLinks	Suzanne Kröger (@suzanne_GL): Sprak een bevriende componist. Maanden aan een grote productie gewerkt. Vlak voor premiere werden de Corona maatregelen van kracht. Hele voorstelling wordt nu misschien nooit opgevoerd. Corona hakt er hard in in de cultuursector. ";;;;
"Eppo Bruins	07-04-2020 10:47:45	ChristenUnie	Eppo Bruins (@eppobruins): RT @emvdg: Europbonds krijgt weinig handen op elkaar in de Kamer. CDA: 'Nee is nee'. ChristenUnie: 'We zijn solidair, maar we laten ons niet chanteren'. Allemaal zonder interrupties, zegt ook wel iets.";;;;
"Ank Bijleveld	07-04-2020 10:44:02	CDA	Ank Bijleveld (@MinBijleveld): RT @eu_eeas: Remarks by the High Remarks by the High Representative/Vice-President @JosepBorrellF after the video conference of #EUDefence ministers https://t.co/a5NVrrrytN";;;;
"Ank Bijleveld	07-04-2020 10:43:56	CDA	Ank Bijleveld (@MinBijleveld): RT @JosepBorrellF: Discussion with #EUdefence ministers on military assistance to address #coronavirus pandemic & situation in EU missions & operations. Ongoing work in security & defence is a priority - perhaps more than ever. Because health becomes a security issue. https://t.co/R1ynaDOstx";;;;
